Date,Close
2013/2/22,2670.36
2013/2/21,2646.75
2013/2/20,2662.94
2013/2/19,2696.26
2013/2/15,2676.21
2013/2/14,2678.77
2013/2/13,2676.6
2013/2/12,2673.77
2013/2/11,2669.37
2013/2/8,2670.85
2013/2/7,2655.84
2013/2/6,2659.55
2013/2/5,2657.76
2013/2/4,2630.05
2013/2/1,2660.7
2013/1/31,2634.16
2013/1/30,2640.77
2013/1/29,2650.43
2013/1/28,2636.83
2013/1/25,2641.64
2013/1/24,2627.33
2013/1/23,2627.23
2013/1/22,2623.22
2013/1/18,2611.54
2013/1/17,2602.64
2013/1/16,2588.02
2013/1/15,2587.2
2013/1/14,2586.68
2013/1/11,2586.69
2013/1/10,2586.52
2013/1/9,2567.02
2013/1/8,2560.17
2013/1/7,2567.63
2013/1/4,2575.66
2013/1/3,2563.19
2013/1/2,2568.55
2012/12/31,2504.44
2012/12/28,2462.71
2012/12/27,2489.97
2012/12/26,2492.54
2012/12/24,2504.51
2012/12/21,2510.32
2012/12/20,2533.91
2012/12/19,2519.54
2012/12/18,2538.72
2012/12/17,2509.84
2012/12/14,2480.36
2012/12/13,2490.56
2012/12/12,2505.76
2012/12/11,2504.08
2012/12/10,2487.78
2012/12/7,2486.84
2012/12/6,2479.4
2012/12/5,2470.59
2012/12/4,2465.9
2012/12/3,2470.07
2012/11/30,2481.82
2012/11/29,2481.42
2012/11/28,2470.47
2012/11/27,2450.48
2012/11/26,2463.12
2012/11/23,2468.06
2012/11/21,2435.97
2012/11/20,2430.29
2012/11/19,2428.47
2012/11/16,2381.02
2012/11/15,2369.32
2012/11/14,2372.94
2012/11/13,2405.38
2012/11/12,2414.24
2012/11/9,2413.92
2012/11/8,2409.72
2012/11/7,2439.48
2012/11/6,2496.46
2012/11/5,2476.94
2012/11/2,2471.3
2012/11/1,2494.67
2012/10/31,2467.51
2012/10/26,2466.8
2012/10/25,2468.6
2012/10/24,2461.18
2012/10/23,2468.78
2012/10/22,2504.96
2012/10/19,2503.8
2012/10/18,2545.95
2012/10/17,2552.05
2012/10/16,2541.28
2012/10/15,2515.44
2012/10/12,2495.28
2012/10/11,2502.66
2012/10/10,2501.75
2012/10/9,2517.14
2012/10/8,2542.21
2012/10/5,2551.03
2012/10/4,2550.98
2012/10/3,2532.79
2012/10/2,2523.08
2012/10/1,2520.71
2012/9/28,2513.93
2012/9/27,2525.23
2012/9/26,2500.92
2012/9/25,2514.83
2012/9/24,2541.23
2012/9/21,2546.92
2012/9/20,2547.11
2012/9/19,2548.11
2012/9/18,2545.05
2012/9/17,2548.26
2012/9/14,2556.13
2012/9/13,2546.03
2012/9/12,2504.84
2012/9/11,2498.95
2012/9/10,2491.11
2012/9/7,2506.37
2012/9/6,2496.12
2012/9/5,2445.81
2012/9/4,2447.8
2012/8/31,2450.6
2012/8/30,2438.2
2012/8/29,2457.05
2012/8/28,2454.39
2012/8/27,2456.22
2012/8/24,2457.4
2012/8/23,2441.29
2012/8/22,2461.12
2012/8/21,2460.41
2012/8/20,2468.99
2012/8/17,2469
2012/8/16,2464.38
2012/8/15,2446.82
2012/8/14,2443.16
2012/8/13,2443.05
2012/8/10,2445.64
2012/8/9,2440.23
2012/8/8,2438.16
2012/8/7,2435.88
2012/8/6,2423.46
2012/8/3,2417.77
2012/8/2,2372.31
2012/8/1,2389.73
2012/7/31,2396.62
2012/7/30,2406.99
2012/7/27,2408.07
2012/7/26,2362.85
2012/7/25,2324.33
2012/7/24,2325.02
2012/7/23,2346.22
2012/7/20,2367.26
2012/7/19,2391.27
2012/7/18,2384.54
2012/7/17,2368.36
2012/7/16,2350.94
2012/7/13,2356.4
2012/7/12,2318.09
2012/7/11,2329.71
2012/7/10,2329.46
2012/7/9,2348.52
2012/7/6,2352.34
2012/7/5,2373.91
2012/7/3,2385.06
2012/7/2,2369.75
2012/6/29,2363.79
2012/6/28,2306.22
2012/6/27,2310.98
2012/6/26,2289.86
2012/6/25,2278.98
2012/6/22,2315.65
2012/6/21,2299.16
2012/6/20,2351.14
2012/6/19,2355.01
2012/6/18,2332.07
2012/6/15,2328.66
2012/6/14,2304.83
2012/6/13,2280.13
2012/6/12,2295.4
2012/6/11,2268.94
2012/6/8,2297.82
2012/6/7,2279.28
2012/6/6,2279.42
2012/6/5,2227.45
2012/6/4,2214.7
2012/6/1,2214.41
2012/5/31,2270.25
2012/5/30,2275.19
2012/5/29,2307.57
2012/5/25,2281.92
2012/5/24,2286.87
2012/5/23,2283.36
2012/5/22,2279.4
2012/5/21,2278.24
2012/5/18,2242.25
2012/5/17,2258.93
2012/5/16,2293.21
2012/5/15,2302.56
2012/5/14,2315.45
2012/5/11,2341.23
2012/5/10,2348.93
2012/5/9,2342.31
2012/5/8,2357.45
2012/5/7,2367.26
2012/5/4,2366.39
2012/5/3,2405.17
2012/5/2,2423.29
2012/5/1,2429.1
2012/4/30,2415.42
2012/4/27,2424.78
2012/4/26,2418.89
2012/4/25,2402.71
2012/4/24,2370.04
2012/4/23,2361.35
2012/4/20,2381.32
2012/4/19,2378.48
2012/4/18,2392.57
2012/4/17,2402.29
2012/4/16,2365.65
2012/4/13,2366.84
2012/4/12,2396.69
2012/4/11,2364.09
2012/4/10,2346.27
2012/4/9,2387.03
2012/4/5,2414.4
2012/4/4,2415.05
2012/4/3,2439.89
2012/4/2,2449.08
2012/3/30,2430.67
2012/3/29,2421.7
2012/3/28,2425.55
2012/3/27,2437.01
2012/3/26,2443.64
2012/3/23,2410.16
2012/3/22,2402.71
2012/3/21,2420.02
2012/3/20,2424.46
2012/3/19,2431.73
2012/3/16,2422.09
2012/3/15,2419.37
2012/3/14,2404.98
2012/3/13,2407.79
2012/3/12,2364.1
2012/3/9,2363.56
2012/3/8,2355.01
2012/3/7,2331.89
2012/3/6,2315.21
2012/3/5,2351.28
2012/3/2,2360.28
2012/3/1,2367.87
2012/2/29,2353.23
2012/2/28,2364.03
2012/2/27,2355.74
2012/2/24,2352.34
2012/2/23,2348.11
2012/2/22,2337.67
2012/2/21,2345.41
2012/2/17,2343.67
2012/2/16,2338.12
2012/2/15,2312.28
2012/2/14,2324
2012/2/13,2325.81
2012/2/10,2309.6
2012/2/9,2325.56
2012/2/8,2322.11
2012/2/7,2316.27
2012/2/6,2311.55
2012/2/3,2312.49
2012/2/2,2278.92
2012/2/1,2276.24
2012/1/31,2255.69
2012/1/30,2256.72
2012/1/27,2262.35
2012/1/26,2265.84
2012/1/25,2278.83
2012/1/24,2259.22
2012/1/23,2261.47
2012/1/20,2260.37
2012/1/19,2258.8
2012/1/18,2247.64
2012/1/17,2222.59
2012/1/13,2214.73
2012/1/12,2225.74
2012/1/11,2220.48
2012/1/10,2219.58
2012/1/9,2200
2012/1/6,2194.98
2012/1/5,2199.73
2012/1/4,2193.28
2012/1/3,2192.4
2011/12/30,2158.94
2011/12/29,2168.12
2011/12/28,2145.09
2011/12/27,2171.71
2011/12/23,2171.5
2011/12/22,2152.04
2011/12/21,2133.86
2011/12/20,2129.67
2011/12/19,2067.67
2011/12/16,2092.18
2011/12/15,2085.44
2011/12/14,2078.51
2011/12/13,2102.15
2011/12/12,2120.15
2011/12/9,2152.15
2011/12/8,2116.41
2011/12/7,2162.07
2011/12/6,2157.1
2011/12/5,2154.68
2011/12/2,2132.64
2011/12/1,2133.07
2011/11/30,2137.08
2011/11/29,2048.06
2011/11/28,2042.8
2011/11/25,1984.5
2011/11/23,1989.54
2011/11/22,2034.41
2011/11/21,2042.71
2011/11/18,2081.28
2011/11/17,2082.06
2011/11/16,2117.02
2011/11/15,2152.41
2011/11/14,2141.82
2011/11/11,2162.48
2011/11/10,2120.86
2011/11/9,2102.5
2011/11/8,2181.31
2011/11/7,2155.84
2011/11/4,2142.32
2011/11/3,2155.44
2011/11/2,2115.51
2011/11/1,2081.96
2011/10/31,2141.8
2011/10/28,2196.06
2011/10/27,2195.09
2011/10/26,2122.29
2011/10/25,2100.17
2011/10/24,2143.11
2011/10/21,2115.81
2011/10/20,2076.69
2011/10/19,2066.96
2011/10/18,2093.43
2011/10/17,2051.48
2011/10/14,2091.99
2011/10/13,2056.08
2011/10/12,2061.91
2011/10/11,2041.86
2011/10/10,2040.76
2011/10/7,1973.37
2011/10/6,1989.42
2011/10/5,1952.68
2011/10/4,1918.14
2011/10/3,1875.85
2011/9/30,1930.78
2011/9/29,1980.13
2011/9/28,1963.71
2011/9/27,2005.18
2011/9/26,1983.97
2011/9/23,1938.47
2011/9/22,1926.75
2011/9/21,1990.14
2011/9/20,2050.33
2011/9/19,2053.73
2011/9/16,2074.03
2011/9/15,2061.89
2011/9/14,2027.03
2011/9/13,1999.38
2011/9/12,1981.16
2011/9/9,1967.44
2011/9/8,2021.36
2011/9/7,2042.56
2011/9/6,1985.63
2011/9/2,2000.4
2011/9/1,2052.12
2011/8/31,2076.54
2011/8/30,2065.88
2011/8/29,2060.79
2011/8/26,2003.81
2011/8/25,1973.92
2011/8/24,2004.86
2011/8/23,1978.87
2011/8/22,1913.27
2011/8/19,1912.77
2011/8/18,1941.78
2011/8/17,2031.83
2011/8/16,2029.56
2011/8/15,2049.36
2011/8/12,2005.64
2011/8/11,1994.79
2011/8/10,1905.72
2011/8/9,1993.72
2011/8/8,1903.18
2011/8/5,2039.02
2011/8/4,2040.11
2011/8/3,2141.8
2011/8/2,2131.1
2011/8/1,2187
2011/7/29,2196.08
2011/7/28,2210.11
2011/7/27,2217.18
2011/7/26,2263.14
2011/7/25,2272.46
2011/7/22,2285.29
2011/7/21,2283.04
2011/7/20,2252.21
2011/7/19,2253.71
2011/7/18,2217.46
2011/7/15,2235.65
2011/7/14,2223.25
2011/7/13,2238.08
2011/7/12,2231.14
2011/7/11,2241.03
2011/7/8,2282.32
2011/7/7,2298.19
2011/7/6,2273.58
2011/7/5,2271.22
2011/7/1,2273.96
2011/6/30,2241.65
2011/6/29,2218.91
2011/6/28,2200.21
2011/6/27,2172.08
2011/6/24,2152.31
2011/6/23,2177.85
2011/6/22,2183.93
2011/6/21,2197.9
2011/6/20,2168.78
2011/6/17,2157.14
2011/6/16,2150.2
2011/6/15,2146.41
2011/6/14,2184.36
2011/6/13,2156.43
2011/6/10,2154.96
2011/6/9,2185.52
2011/6/8,2169.01
2011/6/7,2178.06
2011/6/6,2180.09
2011/6/3,2203.71
2011/6/2,2225.24
2011/6/1,2227.72
2011/5/31,2279.63
2011/5/27,2255.3
2011/5/26,2245.58
2011/5/25,2236.6
2011/5/24,2229.47
2011/5/23,2231.28
2011/5/20,2258.21
2011/5/19,2275.52
2011/5/18,2270.16
2011/5/17,2249.78
2011/5/16,2250.46
2011/5/13,2264.44
2011/5/12,2282.58
2011/5/11,2270.22
2011/5/10,2295.68
2011/5/9,2277.28
2011/5/6,2266.7
2011/5/5,2257.97
2011/5/4,2278.23
2011/5/3,2293.94
2011/5/2,2301.72
2011/4/29,2305.76
2011/4/28,2300.29
2011/4/27,2291.74
2011/4/26,2277.51
2011/4/25,2257.22
2011/4/21,2260.78
2011/4/20,2248.84
2011/4/19,2218.81
2011/4/18,2206.12
2011/4/15,2230.7
2011/4/14,2221.95
2011/4/13,2221.55
2011/4/12,2221.1
2011/4/11,2238.46
2011/4/8,2244.73
2011/4/7,2253.67
2011/4/6,2256.17
2011/4/5,2251.24
2011/4/4,2251.36
2011/4/1,2250.57
2011/3/31,2239.44
2011/3/30,2243.3
2011/3/29,2227.94
2011/3/28,2212.32
2011/3/25,2218.42
2011/3/24,2211.42
2011/3/23,2190.94
2011/3/22,2184.3
2011/3/21,2192.07
2011/3/18,2159.69
2011/3/17,2150.37
2011/3/16,2121.86
2011/3/15,2164.06
2011/3/14,2188.48
2011/3/11,2201.14
2011/3/10,2185.65
2011/3/9,2227.37
2011/3/8,2229.98
2011/3/7,2210.18
2011/3/4,2228.77
2011/3/3,2245.24
2011/3/2,2207.24
2011/3/1,2203.32
2011/2/28,2238.55
2011/2/25,2226.05
2011/2/24,2202.23
2011/2/23,2203.89
2011/2/22,2217.35
2011/2/18,2263.79
2011/2/17,2259.42
2011/2/16,2252.3
2011/2/15,2237.9
2011/2/14,2244.89
2011/2/11,2239.08
2011/2/10,2226.51
2011/2/9,2224.64
2011/2/8,2230.59
2011/2/7,2220.6
2011/2/4,2206.8
2011/2/3,2200.42
2011/2/2,2194.94
2011/2/1,2200.54
2011/1/31,2164.4
2011/1/28,2147.95
2011/1/27,2186.93
2011/1/26,2181.92
2011/1/25,2172.67
2011/1/24,2172.03
2011/1/21,2159.43
2011/1/20,2154.18
2011/1/19,2156.97
2011/1/18,2178.72
2011/1/14,2175.68
2011/1/13,2159.66
2011/1/12,2163.36
2011/1/11,2143.82
2011/1/10,2135.86
2011/1/7,2138.81
2011/1/6,2142.76
2011/1/5,2146.5
2011/1/4,2135.53
2011/1/3,2138.3
2010/12/31,2114.29
2010/12/30,2114.7
2010/12/29,2117.83
2010/12/28,2115.32
2010/12/27,2113.67
2010/12/23,2112.37
2010/12/22,2115.69
2010/12/21,2108.26
2010/12/20,2095.32
2010/12/17,2089.95
2010/12/16,2088.19
2010/12/15,2075.29
2010/12/14,2085.93
2010/12/13,2084
2010/12/10,2083.57
2010/12/9,2071.12
2010/12/8,2063.03
2010/12/7,2054.89
2010/12/6,2053.8
2010/12/3,2056.4
2010/12/2,2050.96
2010/12/1,2024.97
2010/11/30,1981.84
2010/11/29,1993.83
2010/11/26,1996.03
2010/11/24,2010.56
2010/11/23,1980.89
2010/11/22,2009.52
2010/11/19,2012.59
2010/11/18,2007.38
2010/11/17,1977
2010/11/16,1976.26
2010/11/15,2008.25
2010/11/12,2010.57
2010/11/11,2034.48
2010/11/10,2043.16
2010/11/9,2033.85
2010/11/8,2049.69
2010/11/5,2053.77
2010/11/4,2045.62
2010/11/3,2006.58
2010/11/2,1998.86
2010/11/1,1983.47
2010/10/29,1981.59
2010/10/28,1982.45
2010/10/27,1980.05
2010/10/26,1985.13
2010/10/25,1985.11
2010/10/22,1980.83
2010/10/21,1976.12
2010/10/20,1972.51
2010/10/19,1951.67
2010/10/18,1983.17
2010/10/15,1968.87
2010/10/14,1964.9
2010/10/13,1972.08
2010/10/12,1957.92
2010/10/11,1950.47
2010/10/8,1950.18
2010/10/7,1938.31
2010/10/6,1941.5
2010/10/5,1941.82
2010/10/4,1902.15
2010/10/1,1917.42
2010/9/30,1908.95
2010/9/29,1914.84
2010/9/28,1919.59
2010/9/27,1909.98
2010/9/24,1920.84
2010/9/23,1880.97
2010/9/22,1896.77
2010/9/21,1905.74
2010/9/20,1910.6
2010/9/17,1881.93
2010/9/16,1880.37
2010/9/15,1880.74
2010/9/14,1874.07
2010/9/13,1875.41
2010/9/10,1854.1
2010/9/9,1845.09
2010/9/8,1836.21
2010/9/7,1824.05
2010/9/3,1845.1
2010/9/2,1820.98
2010/9/1,1804.46
2010/8/31,1752.55
2010/8/30,1751.79
2010/8/27,1777.6
2010/8/26,1748.14
2010/8/25,1761.62
2010/8/24,1755.65
2010/8/23,1781.47
2010/8/20,1788.67
2010/8/19,1795.24
2010/8/18,1826.14
2010/8/17,1823.18
2010/8/16,1800.7
2010/8/13,1800.39
2010/8/12,1807.61
2010/8/11,1817.13
