,Feature1,Feature2,accuracy
581,Current Ratio,Shares Short (as of,52.64
582,Current Ratio,Short Ratio,51.23
583,Current Ratio,Short % of Float,52.629999999999995
584,Current Ratio,Shares Short (prior ,52.08
585,Book Value Per Share,Book Value Per Share,52.57000000000001
586,Book Value Per Share,Cash Flow,53.39
587,Book Value Per Share,Beta,52.06
588,Book Value Per Share,Held by Insiders,53.220000000000006
589,Book Value Per Share,Held by Institutions,54.89000000000001
590,Book Value Per Share,Shares Short (as of,54.040000000000006
591,Book Value Per Share,Short Ratio,52.94000000000001
592,Book Value Per Share,Short % of Float,54.74000000000001
593,Book Value Per Share,Shares Short (prior ,53.90999999999999
594,Cash Flow,Cash Flow,51.65000000000001
595,Cash Flow,Beta,53.31
596,Cash Flow,Held by Insiders,52.11
597,Cash Flow,Held by Institutions,56.21999999999999
598,Cash Flow,Shares Short (as of,54.60000000000001
599,Cash Flow,Short Ratio,54.010000000000005
600,Cash Flow,Short % of Float,55.040000000000006
601,Cash Flow,Shares Short (prior ,53.3
602,Beta,Beta,51.25
603,Beta,Held by Insiders,51.80999999999999
604,Beta,Held by Institutions,53.980000000000004
605,Beta,Shares Short (as of,50.66
606,Beta,Short Ratio,52.14
607,Beta,Short % of Float,54.239999999999995
608,Beta,Shares Short (prior ,51.5
609,Held by Insiders,Held by Insiders,50.38
610,Held by Insiders,Held by Institutions,54.15
611,Held by Insiders,Shares Short (as of,50.46
612,Held by Insiders,Short Ratio,51.7
613,Held by Insiders,Short % of Float,54.06
614,Held by Insiders,Shares Short (prior ,50.86
615,Held by Institutions,Held by Institutions,54.13000000000001
616,Held by Institutions,Shares Short (as of,54.11
617,Held by Institutions,Short Ratio,54.230000000000004
618,Held by Institutions,Short % of Float,54.2
619,Held by Institutions,Shares Short (prior ,53.74000000000001
620,Shares Short (as of,Shares Short (as of,50.589999999999996
621,Shares Short (as of,Short Ratio,53.19000000000001
622,Shares Short (as of,Short % of Float,54.17999999999999
623,Shares Short (as of,Shares Short (prior ,51.28000000000001
624,Short Ratio,Short Ratio,50.88
625,Short Ratio,Short % of Float,53.31000000000002
626,Short Ratio,Shares Short (prior ,52.32000000000001
627,Short % of Float,Short % of Float,53.56000000000002
628,Short % of Float,Shares Short (prior ,53.220000000000006
629,Shares Short (prior ,Shares Short (prior ,49.85
